,topic,time,vender,header,body
654,日経クロステック トップクルマ技術／動向ニュース解説,2018-12-17,窪野 薫,“キャリーケース型”電池を挿入、伊ベンチャーの小型4輪EV,"電気自動車（EV）ベンチャーのイタリア・エストリマ（Estrima）は、小型4輪EV「Biro」をグローバルで展開中だ。着脱式で質量26～27kgのリチウムイオン電池パックを搭載する。女性が1人で電池を運べるように、キャリーケースのような取っ手と車輪を付けて利便性を高めている。車両後部から10秒以内で着脱できるようにした（図1）。図1　着脱式で質量26～27kgのリチウムイオン電池パックをキャリーケースのように運ぶ[画像のクリックで拡大表示]取っ手や車輪は取り外す必要がなく、そのまま車両後部に挿入する。挿入後に、取っ手をたたんで収納する。電池用のドアには鍵を設けて盗難のリスクを下げた。電池パックの容量は4kWhで、1充電当たりの航続距離は55km以上だという。欧州都市部での片道数kmという短距離移動を想定して開発した。自宅やオフィスなどに電池を運び、家庭用の100Vコンセントで充電できる。充電時間は2～4時間。駐車場に充電設備を設ける必要が無く、安価で導入しやすい利点がある。充電した予備の電池を準備して「交換式」にしておけば、車両の非稼働時間を数百分の一に短縮できる。「電池の充電を忘れて次の日の朝に途方に暮れた」（都内の乗用EV利用者）といったEV利用時の不安を減らす。着脱式の電池を交換して使いやすくする仕組みは長らく海外勢が先行していたが、日本でも2輪車から本格的に適用が始まりそうだ。ホンダは2018年11月30日から、排気量125ccクラスのEVスクーター「PCX ELECTRIC」のリース販売を開始し、企業や官公庁を中心に提供している。電池交換の仕組みも試験段階に入っている。ヤマハ発動機は台湾ベンチャーのゴゴロ（Gogoro）と組んで、2019年夏から台湾で電池交換式のEVスクーターを発売する。Gogoroが台湾で900カ所以上整備しているような、電池を充電してシェアリングするステーション（拠点）づくりにも注目が集まる。この記事は有料会員限定です。次ページでログインまたはお申し込みください。
次ページ EVスクーターが搭載するような、着脱式の電池は1...

1
2この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ EVスクーターが搭載するような、着脱式の電池は1..."
655,日経クロステック トップエレクトロニクス機器／技術ニュース解説,2018-12-13,赤坂 麻実,空飛ぶクルマ研究ラボ代表が語った、実現に向けた3つの課題,「空飛ぶクルマの実現には、包括的なシステムデザインが必須」――。慶応義塾大学大学院システムデザイン・マネジメント（SDM）研究科教授で、空飛ぶクルマ研究ラボ代表の中野冠氏はこう訴えた。同氏は、航空宇宙分野の展示会「国際航空宇宙展2018東京」（2018年11月28～30日、東京ビッグサイト）と併催した「空飛ぶクルマ・シンポジウム」で講演し、空飛ぶクルマの課題について語った。中野氏は「日本企業は要素技術に強いが、新しい事業やシステムを企画することは不得手」とし、「空飛ぶクルマは技術開発ありきではなく、社会、経済、技術など多角的なアプローチで、システム全体を最適化し、持続可能なものにしていく必要がある」と話した。空飛ぶクルマ実現に向けた課題を、市場開拓、機体技術開発、インフラ整備の3つの要素に分けて説明した。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ エアタクシーは社会受容性を引き上げることが課題
656,日経クロステック トップクルマ技術／動向ニュース解説,2018-12-12,久米 秀尚,ヤマハ発動機が4輪参入を断念、社長が語った2つの理由,"ヤマハ発動機が4輪車開発を断念した。同社は2013年に4輪車事業への参入を表明して研究を進めてきたが、新構造の車体の量産化や採算性の課題を解決できなかった。2018年12月11日に同社が開いた新たな中期経営計画の発表会で、社長の日髙祥博氏が明らかにした（図1）。[画像のクリックで拡大表示]図1　ヤマハ発動機社長の日髙祥博氏
「普通乗用車の領域に我々が事業として進んでいくのは、いったんフリーズ（凍結）する」と語った。研究と量産の間に横たわる“死の谷”を超えられなかったヤマハ発動機の4輪車開発（関連記事：ヤマハ発、4輪参入の突破口）。日高氏は「普通乗用車の領域に我々が事業として進んでいくのは、いったんフリーズ（凍結）する」と明言した。すでに開発チームは解散。英国の拠点で研究してきたメンバーは「つい最近のことだが、既に帰国している」（同氏）という。「4輪車事業への参入を検討してきたが、量産時の技術的な課題の解決が難しいとの結論が出た。加えて、どの地域でどのような車両を提供するかという問いに対しても、シミュレーションを繰り返してきたが、投資額が大きく回収が非常に難しいだろうということになった」――。日高氏がこう語ったように、参入断念には2つの理由があったという。第1の技術的な課題は、鋼管を組み合わせた新構造の車体骨格「アイ・ストリーム（iStream）」である。iStreamは、F1で有名な英マクラーレン・レーシング（McLaren Racing）で車両開発を率いたゴードン・マレー（Gordon Murray）氏が提案する車体骨格である。鋼管の骨格に樹脂製の外板を張り合わせることを想定していた。この記事は有料会員限定です。次ページでログインまたはお申し込みください。
次ページ ヤマハ発動機は、2013年の「東京モーターショー...

1
2この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ ヤマハ発動機は、2013年の「東京モーターショー..."
657,日経クロステック トップクルマ技術／動向ニュース解説,2018-12-12,窪野 薫,ヤマハ発動機が新ファンド設立、先進技術の獲得に1億ドル投じる,「他社との協業でイノベーション（技術革新）を加速する」――。ヤマハ発動機社長の日髙祥博氏は2018年12月11日、都内で開いた事業説明会でこう語り、総額1億ドル（1ドル＝113円換算で113億円）を運用する自社ファンドを米国に設立したと発表した。運用期間は2018年11月からの10年間。先進技術を持つスタートアップに投資して新規事業を創出し、成長への原動力にする。会員の方はこちら有料会員「春割」実施中！【春割実施中】日経電子版セットで２カ月無料日経電子版セットだと日経クロステックが月々650円お得詳しくは日経クロステック有料会員お申し込みのページで。SUBARU、ボッシュ、デンソーなど登壇。次世代モビリティーを支える技術とビジネスを語る。お急ぎお申し込みください！“特等席”から未来づくりの最前線を追う仕事ですあなたの専門知識や経験を生かして、「日経クロステック」の記事や書籍の企画、取材・執筆・編集を担う編集記者（正社員）にトライしませんか。編集の経験は問いません。コミュニケーション能力が高く、企画力や実行力があり、好奇心旺盛な方を求めています。詳しい情報を見る日経BPはエンジニアや企画・営業も募集中
658,日経クロステック トップ電子デバイス／電子設計ニュース解説,2018-12-12,小島 郁太郎,300社以上が新製品を披露、SEMICON Japan 2018が開幕,「SEMICON Japan 2018」（12月12日～14日に東京ビッグサイトで開催）の前日（12月11日）に、報道機関に向けた同イベントの会見があった（ニュースリリース1）。SEMICONは半導体製造装置や材料の国際イベントだが、最近は、それらを使って製造する半導体（ICやディスクリーﾄ部品）、さらに半導体で実現される機器やアプリケーションまでリーチを広げている。会見に登壇したSEMICON Japan推進委員会委員長の村田大介氏（村田機械 代表取締役社長）は、「半導体市況が良い中での開催となる。それが続くように、半導体とアプリケーションの相互作用がアピールできるイベントとする」と抱負を述べた。同氏が述べたように、2018年の半導体の世界市場は2年続けて過去最高を記録する見込みで（関連記事1）、まさに好調の中にある。続いて登壇したSEMIジャパン代表の浜島雅彦氏は開催規模を紹介した。それによると、例えば、コマ数は1881で前年の1760を超えた。「以前は幕張メッセで行われたSEMICON Japanが東京ビッグサイトでの開催になってからでは、今回は最大規模」（同氏）とし、来場者は7万人を見込む（昨年は6万7613人）。ただし、出展者数は昨年の757社から今年は727社へ減少し、出展者の地域は16から14に減っている。なお、727社のうち300社以上が今回のSEMICONのブースで新製品を披露するとのことである。村田氏と同様に浜島氏も、アプリケーション重視を訴え、主催者としてフォーカスする５つのアプリケーションを挙げた。スマートトランスポーテーション、スマートマニュファクチャリング、スマートメドテック、スマートデータ、IoTである。これらのアプリケーションにフォーカスとして展示会のゾーン「SMART APPKLICATIONS ZONE」には87の企業や大学が出展するという。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 米中貿易摩擦問題は2019年上期に解消を見込む
659,日経クロステック トップクルマ技術／動向ニュース解説,2018-12-12,根津 禎,アウディやエアバスの「空飛ぶEV」が実現へ前進、キー技術を実証,ドイツVolkswagen（VW、フォルクスワーゲン）グループのAudi（アウディ）は、同グループのデザイン企業Italdesign（イタルデザイン）やフランスAirbus（エアバス）グループと共同で開発している空飛ぶクルマ「Pop.Up Next」の試作品を、ドローン関係のイベント「Amsterdam Drone Week」（2018年11月26～30日、オランダ・アムステルダム）で公開した（発表資料）。1/4サイズのスケールモデルで、同機を利用して、飛行と走行の公開試験も実施したという。Pop.Up Nextは、3社が共同で開発を進めている飛行可能な電機自動車（EV）のコンセプト「Pop.Up」シリーズの最新型である。2018年3月の「ジュネーブモーターショー2018」で初めて公開した（関連記事）。その際は、静展示で、スケールモデルながらPop.Up Nextの公開テストは今回が初めてである。「フライング（エア）タクシー」などでの利用を想定しており、今後10年以内に実現する可能性があるという。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ キャビンのドッキングシステムを採用
660,日経クロステック トップエレクトロニクス機器／技術ニュース解説,2018-12-11,根津 禎,航空機市場は600兆円超に、空飛ぶクルマや滞空型無人機も勃興,「今、航空機業界は活況を呈している」――。航空宇宙分野の展示会「国際航空宇宙展2018東京」（2018年11月28～30日、東京ビッグサイト）の併設セミナーに登壇した、エアバス・ジャパン 日本担当コミュニケーション・ディレクターの野坂孝博氏はこう語る。同氏は講演の中で、今後20年間、航空機市場の成長を見込めることや、「空飛ぶクルマ」のような新しいカテゴリーの航空機が登場することなどを紹介した。なお、登壇者は当初、エアバス・ジャパン 代表取締役社長で、エアバス・グループ日本代表のステファン・ジヌー氏の予定だったが、急遽都合がつかなくなり、野坂氏が代わりに講演した。また、講演の撮影は報道機関を含めて禁止だった。野坂氏によれば、フランスAirbus（エアバス）グループは現在、1万8900機以上の受注がある。そのうち、既に1万1550機ほどを顧客に引き渡したという。エアバスの生産能力は年間でおよそ700機なので、「およそ10年分の注文がある計算になる。それだけ、航空機業界は活況だと言える」（同氏）。この状況はしばらく続くとみる。例えば、2018～2037年の20年間で、航空輸送量は年平均4.4％で成長すると予測（発表資料）。その結果、世界で運航される旅客機の数は2倍以上の4万8000機ほどになるとみている。新造機は、旅客機と貨物機を合わせて3万7390機になる見込みだという。金額ベースで、約5兆8000億米ドル（1米ドル113円換算で約655兆4000億円）の市場規模になるとみている。このうち、100～220席ほどの「単一通路型」の機体が過半を占める。具体的には、2万8550機で、金額に換算すると約3兆2000億米ドルになるとする。一方で、大型旅客機の座席数は今後、増えていくとみる。「主要空港の離発着枠はほぼ限界で、今後大幅な増加は見込めない。一方で、旅客機の利用者は増えていく。そこで、大型機の1機当たりの座席数を増やせば、対策できる」とした。その例として、575席にできる「A380」をアピールした。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 空飛ぶクルマや滞空型無人機、ビックデータ解析に期...
661,日経クロステック トップエレクトロニクス機器／技術ニュース解説,2018-12-11,田中 直樹,JOLEDが印刷有機ELディスプレー披露、車載やeスポーツ用など,印刷方式の有機ELディスプレーを開発・製造するJOLED（本社：東京都千代田区）が、最新の開発品や製品を「第28回 液晶・有機EL・センサ技術展（ファインテックジャパン）」（2018年12月5～7日、幕張メッセ）で披露した。展示したのは、車載ディスプレーやeスポーツ向けモニターなど8種類。JOLEDが国内の展示会に出展するのは初めて。そこで、「ラインアップをブースにずらりと並べることで、印刷有機ELの認知を狙った」（同社）という。さらに、印刷有機ELの可能性を示すために、「応用や利用シーンを想定した展示を行った」（同社）とする。以降では、写真を中心に、8種類の印刷有機ELの展示内容を紹介する。12.3型HDパネル3枚と、12.2型フルHDのフレキシブルパネル1枚を使い、コックピットの形にして展示した。車載は、JOLEDが強く期待する応用である。「高い視認性と高速応答という特徴を持つ有機ELは、運転中の情報確認を容易にする」（同社）という。また、今回の展示ではフレキシブルパネルを使うことで、「曲線を描くディスプレーが先進の車内空間を演出する」（同社）というアピールを行った。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 2. eスポーツ向けモニター
662,日経クロステック トップエレクトロニクス機器／技術ニュース解説,2018-12-10,赤坂麻実,ドクターヘリの第一人者が語る「空飛ぶクルマ」への期待,航空宇宙分野の展示会「国際航空宇宙展2018東京」（2018年11月28～30日、東京ビッグサイト）の併設セミナー「空飛ぶクルマ・シンポジウム」で、現役医師の松本尚氏が講演し、救命救急医の立場から「空飛ぶクルマ」への期待などを語った。同氏は日本医科大学千葉北総病院救命救急センター長で、日本医科大学救急医学教授である。ドクターヘリの第一人者で、人気ドラマ「コード・ブルー」シリーズで医療監修を務めたことで知られている。空飛ぶクルマを開発している企業の多くが、救急救命用途への適用を考えており、その可能性を検討している。例えば、ドイツ・ボロコプター（Volocopter）は、救命救急用ヘリコプターの運用などを行っているドイツの非営利団体ADAC Luftrettungと、空飛ぶクルマによる同ヘリコプター代用に向けたフィージビリティースタディー（実行可能性調査）を2019年にも始める。こうした状況の中、ドクターヘリを活用している現役の医師が、空飛ぶクルマに対する考えを示すのは珍しい。それだけに、多くの聴講者が詰めかけた。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 大きな治療効果を上げるドクターヘリ
663,日経クロステック トップクルマ技術／動向ニュース解説,2018-12-10,久米 秀尚,［スクープ］アイシンが“脱トヨタ”、1モーターHEV機構をPSAに供給,"2019年から新型車のすべてにプラグインハイブリッド車（PHEV）または電気自動車（EV）を用意する――。電動化に本腰を入れたフランス・グループPSA（Group PSA）は、PHEVのパワートレーン部品をアイシン・エィ・ダブリュ（AW）から調達することを決めた。図1　アイシンAWが開発したFF車用の1モーター式PHEV部品[画像のクリックで拡大表示]アイシンAWがGroup PSAに供給するのが、前部エンジン・前輪駆動（FF）車用の1モーター式PHEV部品である（図1）。既存の8速自動変速機（AT）からトルクコンバーターをなくし、モーターとクラッチに置き換えたものだ。アイシンAWは2018年度内に量産を始め、Group PSAは同部品を搭載した車両を2019年から4車種以上投入する。搭載第1弾となるPHEVは、Group PSAの高級車ブランドであるDSオートモビルズ（DS Automobiles）のSUV（多目的スポーツ車）「DS7 Crossback E-Tense 4×4」である（図2）。排気量1.6Lの直列4気筒エンジンと組み合わせる。アイシンAW製のモーター内蔵8速ATに加えて、後輪にもモーターを配置した。モーターの最高出力は前後輪共に80kW。図2　DS AutomobilesのSUV「DS7 Crossback E-Tense 4×4」（出所：PSA）[画像のクリックで拡大表示]容量13.2kWhのリチウムイオン電池を後席下に配置する。EVとして走行できる距離は、WLTP（Worldwide harmonized Light vehicles Test Procedure）モードで50km。燃費は45.5km/L（WLTPモード）で、CO2排出量は50g/km以下（WLTPモード）である。同じ1.6Lエンジンを使うDS7 Crossbackのガソリン仕様車の燃費は16.9km/L（NEDCモード）でCO2排出量は134g/kmと、PHEV化によって燃費・排ガス性能を大幅に改善できたといえる。この記事は有料会員限定です。次ページでログインまたはお申し込みください。
次ページ トヨタは新興国向けに1モーターHEV

1
2この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ トヨタは新興国向けに1モーターHEV"
664,日経クロステック トップエレクトロニクス機器／技術ニュース解説,2018-12-07,赤坂麻実,日本からの「空飛ぶクルマ」参入を促したい、熱気あふれる会場で経産省のキーパーソンが講演,「民間企業から、『空飛ぶクルマ』という新しいものに対して『どれぐらいアクセルを踏んで取り組んでいいのか分からない』といった声が聞かれる。そこで、我々としては、将来の予見性を高め、事業者の参入を促したい」――。こう語るのは、経済産業省の海老原史明氏（製造産業局 航空機武器宇宙産業課 課長補佐）である。同氏は、航空宇宙分野の展示会「国際航空宇宙展2018東京」（2018年11月28～30日、東京ビッグサイト）の併設セミナー「空飛ぶクルマ・シンポジウム」で基調講演を行い、空飛ぶクルマ実現への課題や官民協議会の取り組みについて語った。海老原氏は、空飛ぶクルマの実現を促すために、経済産業省が国土交通省と共同で2018年に設立した「空の移動革命に向けた官民協議会」の担当者である（関連記事）。このシンポジウムは、慶應義塾大学大学院 システムデザイン・マネジメント（SDM）研究科附属SDM研究所の「空飛ぶクルマ研究ラボ」と、宇宙航空研究開発機構（JAXA）などが立ち上げた「航空機電動化コンソーシアム」が主催したイベントである（関連記事）。想定を上回る登録があり、すぐに満席となった。そのため、当初よりも広い会場に変更して募集を再開。その結果、約800人の事前登録があったという。空飛ぶクルマという新しいモビリティーに対する関心の高さがうかがえる。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ サービス重視が事業成功のカギ
665,日経クロステック トップエレクトロニクス機器／技術ニュース解説,2018-12-07,根津 禎,「航空分野にAIは不可欠」「エアタクシーに期待」ボーイングが講演,航空宇宙分野の展示会「国際航空宇宙展2018東京」（2018年11月28～30日、東京ビッグサイト）の併設セミナーで、「ボーイングが創立100年の後に考える未来の空の旅」と題し、Boeing Commercial Airplanes、Director、Product Strategy and Future Airplane DevelopmentのJoseph M Keegan氏が登壇し、同社の現状と将来の取り組みについて講演した。講演では、「エアタクシー」などの新しい空のモビリティーや、航空分野におけるAI技術の重要性などを説いた。なお、講演の撮影は報道機関を含めて禁止だった。日本でのイベントということで、講演ではまず日本の状況を振り返った。現在、150社ほどの日本企業によるサプライチェーンがあるという。現在は最終組み立てまで日本で行っている機体もあり、日本がBoeing（ボーイング）にとって重要なパートナーだということを強調した。市場としても大きく、日本航空（JAL）や全日本空輸（ANA）といった日本の航空会社は、累計で1000機以上の旅客機をボーイングから購入したとする。次に、「ワイドボディ」と呼ばれる双通路の787型機や777型機の状況について語った。787型機はこれまで55の航空事業者に対して700機ほどが納入されたという。既に2億5500万人の乗客を運んだ実績がある。777型機に関しては、最新機種の「777X」を紹介。777Xは2020年の就航が予定されている機体で、2018年中にアセンブリが終了し、2019年から飛行試験が始まる。競合の機体に比べて、約12％の燃費改善を実現したという。全長は約77m（「777」-9Xの場合）と、これまでの旅客機の中で最長とする。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 航空機市場は今後20年で成長を続ける
666,日経クロステック トップクルマ技術／動向ニュース解説,2018-12-07,高田 隆,N-BOXの進撃が止まらない、11月の新車販売ランキング,"日本自動車販売協会連合会（自販連）と全国軽自動車協会連合会（全軽自協）が2018年12月6日に発表した2018年11月の車名別新車販売台数によると、軽自動車が2カ月連続で上位5車種を占めた。1位は15カ月連続でホンダの「N-BOX」である。2位はスズキの「スペーシア」、3位はダイハツ工業の「ムーヴ」。N-BOXの10月の販売台数は2万台を超えていたが、11月は2万台を割り込んだ。それでも2位のスペーシアに約7600台の差を付けて首位を守った（図1）。図1　15カ月連続で首位の「N-BOX」[画像のクリックで拡大表示]ただ、N-BOXとスペーシアの10月の販売台数の差は約8700台だったが、11月は約7600台に縮まった。スペーシアが12月に、この差をどこまで縮められるかが焦点になる（図2）。図2　首位を狙う「スペーシア」[画像のクリックで拡大表示]この記事は有料会員限定です。次ページでログインまたはお申し込みください。
次ページ  6位以下の順位は 

1
2この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ  6位以下の順位は"
667,日経クロステック トップクルマ技術／動向ニュース解説,2018-12-03,高田 隆,スズキ、「エスクード」の自動ブレーキを昼間の歩行者に対応,スズキは2018年12月3日、小型SUV（多目的スポーツ車）「エスクード（海外名：ビターラ）」の部分改良車を12月21日に発売すると発表した。予防安全機能を強化したのが最大の特徴である（図1）。先進運転支援システム（ADAS）「スズキセーフティサポート」の主要機能である自動ブレーキを、車両に加えて昼間の歩行者に対応させるため、単眼カメラと赤外線レーザーレーダーを一体化したユニットを採用した。自動ブレーキ以外に、（1）車線逸脱抑制（2）車線逸脱警報（3）ふらつき警報（4）先行車発進通知（5）前方の誤発進抑制の5機能を提供する。昼間の歩行者に対応する一体型ユニットは、ドイツ・コンチネンタル（Continental）製である。スズキは現在、同ユニットをADASセンサーの主力と位置付けており、搭載する車種を増やしている。部分改良前はミリ波レーダー（76GHz帯の周波数に対応）だけを使い、自動ブレーキ（車両だけに対応）や先行車追従（ACC）などの機能を提供していた。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ  さらにスズキ車として初めて、
668,日経クロステック トップ5G／通信ニュース解説,2018-12-03,小島 郁太郎,「C-V2Xの評価・測定環境、整備を始めました」、キーサイトが展示,キーサイト・テクノロジーは、「マイクロウェーブ展 - MWE 2018」（パシフィコ横浜、11月28～30日）にブースを構え、V2Xの評価・測定系をアピールした。同社が見せたサインボードでは、V2X向け通信技術で先行したWi-Fi（無線LAN）の「IEEE 802.11p」の系は完成。続いて、移動通信を使う「C-V2X（Cellular Vehicle-to-Everything）」の系の整備に取り組み、その第1弾を、今回のブースで披露した。IEEE 802.11pは5年以上前に標準化され、3～4年前にはそれに対応した半導体や電子部品が続々登場した（例えば、関連記事1、同2、同3）。この動きに歩調を合わせて、米Keysight Technologies/キーサイト・テクノロジーは、802.11pの評価・測定系の整備を進めてきた。同社ブースの説明員によれば、2018年6月に「E6953A DSRC Certification Operating Council Test Solution」の提供を始めたことで、802.11pに関してはコンプリートした。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 「Qualcommのチップを評価したい」の声に応...
669,日経クロステック トップクルマ技術／動向ニュース解説,2018-11-30,高田 隆,モービルアイの牙城が崩れる、夜間歩行者の自動ブレーキ試験,夜間の歩行者を対象にした自動ブレーキ試験で、イスラエル・モービルアイ（Mobileye）の牙城が崩れた。同社の画像処理チップ「EyeQ3」を単眼カメラに使うシステムは、昼間の歩行者を対象にした自動ブレーキ試験では圧倒的な強さを見せていた（関連記事）。これに対して夜間の歩行者を対象にした試験では、トヨタ自動車やホンダ、スズキなどのEyeQ3を使わないシステムの結果が、EyeQ3を使うシステムを上回った。国土交通省と自動車事故対策機構（NASVA）が2018年11月29日に発表した「自動車アセスメント（JNCAP）」の予防安全性能の試験結果によると、夜間の歩行者を対象にした2018年度上期の自動ブレーキ試験で、トヨタのハッチバック車「カローラスポーツ」とホンダの軽ワゴン「N-VAN」が最高点を獲得して1位となった（表）。3位はスズキの小型の背高ワゴン「ソリオ」、4位はSUBARU（スバル）の中型SUV（多目的スポーツ車）「フォレスター」である。1位から4位まではいずれも、EyeQ3を使わないシステムを搭載する。EyeQ3を使う単眼カメラを搭載する車種の最高位は、5位に入ったマツダのセダン／ステーションワゴン「アテンザ」だった。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ  1位になったカローラスポーツは、
670,日経クロステック トップ設計・生産革新ニュース解説,2018-11-30,窪野 薫,質量3分の1、折りたたみ式の電動車いす　キュリオと大同大が開発,キュリオ（岐阜市）は大同大学と共同で、折りたたみ式の電動車いすを開発した（図1）。質量は約30kgと競合他社品の3分の1程度に抑え、電車や新幹線、飛行機などに持ち込みやすくした（図2）。名称は「SCOO」で価格は38万円。2018年10月に発売した同製品を「シェアリング Meetup Tokyo 2018」（2018年11月20～22日、東京ビッグサイト）に出展。顧客の意見を集めて改良に生かす。キュリオは自転車やベビーカーなどを手掛ける高橋製瓦（岐阜市）を前身とし、2017年9月に設立したベンチャー企業である。プロダクトデザインを専門とする大同大学情報学部の元教授である井藤隆志氏（現：香川大学創造工学部教授）の協力を仰ぎ、前身時代から約4年をかけて開発品をつくり込んだ。「旅行先に持って行けて、家族が気を遣わずに移動を楽しめる車両を目指した」（キュリオ技術責任者の渡辺薫氏）という。片側に備えた操作ハンドル、座席やひじ掛けを折りたたむことで、10秒以内でキャリーケースのように運べる形状になる。折りたたんだ際の車両寸法は全長890×全幅530×全高350mm。幅400mmほどの空間に立てて収納できる。従来の電動車いすをマンションで使おうとすると、駐輪場の契約が必要になることが多かった。キュリオの開発品は室内まで運び込めるため駐輪場は不要である。ホンダやスズキなど既存メーカーの電動車いすの多くは質量が100kgを超える。車両寸法も全長や全高で1000mmを超えることがほとんどで、他のモビリティーに持ち込むことは難易度が高い。特に、キュリオの開発品のように飛行機に載せられる電動車いすは珍しい。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 飛行機の貨物室に載せる際の課題は電池容量の大きさ...
671,日経クロステック トップクルマ技術／動向ニュース解説,2018-11-29,窪野 薫,電池「交換式」で稼働率向上、ドイツ企業連合の小型4輪EV,"ドイツのBMZ（ビー・エム・ゼット）やSIEMENS（シーメンス）などの企業連合は、同国政府の主導で小型の4輪電気自動車（EV）を開発した（図1）。名称は「ACM（Adaptive City Mobility） CITY」。電池を「交換式」にすることで、通常なら数時間かかる充電時間を短縮し、非稼働時間を3～5分に抑える（図2）。稼働率を高めて、乗用や商用などあらゆる用途で使いやすい車両を目指した。既に欧州で試験運用を始めている。図1　ドイツの企業連合が開発した小型の4輪電気自動車（EV）[画像のクリックで拡大表示]
図2　リチウムイオン電池パックはシャシー底部に8個並べて搭載[画像のクリックで拡大表示]搭載するのは1個あたり容量1.8kWhのリチウムイオン電池パック。シャシーの底部に、片側4個、合計8個を並べて敷き詰める。交換時には車両の側底部から横方向に引き出す。8個すべてを満充電にすれば約120kmの距離を走れる。電池交換式の車両は、海外では2輪車を中心に広がりつつある。台湾の新興企業ゴゴロ（Gogoro）が手掛けるEVスクーターがその代表例だ（関連記事：電池交換式のEVバイクが日本に上陸）。同方式の競争軸の一つが、電池パックをいかに交換しやすくするかである。老若男女が楽に交換できなければ車両の普及は望めない。今回ドイツ連合が採用した電池パックの質量は1個あたり12kgで、Gogoroが採用する電池パックの1個あたり9kgに比べると約3割重い。8個の電池パックを合わせると96kgとなり、女性が一人で交換するには骨が折れる。この記事は有料会員限定です。次ページでログインまたはお申し込みください。
次ページ 日本企業も電池交換式の車両に注目している。ヤマハ...

1
2この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 日本企業も電池交換式の車両に注目している。ヤマハ..."
