,topic,time,vender,header,body
1113,日経クロステック トップクルマ技術／動向ニュース解説,2018-10-24,木村 雅秀,ブラックベリーQNX、車載OSの業界標準狙う,"「スマホのiOSやAndroidと同じように、クルマのOSを含むソフトウエア基盤もいずれ1～2種類に集約されるだろう」――。車載OSを手がけるカナダ・ブラックベリーQNX（BlackBerry QNX）のジョン・ウォール（John Wall）氏（SVP, Head of QNX）は2018年10月23日に東京都内で開催した記者説明会でこう述べた。同社の車載OS「QNX」を含むソフトウエア基盤がその一つになると主張する。BlackBerry QNXのJohn Wall氏[画像のクリックで拡大表示]この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 今後、自動運転やコネクテッドといった機能が広がる..."
1114,日経クロステック トップ設計・生産革新ニュース解説,2018-10-24,野々村 洸,直動案内部品の異常振動から損傷状態を検知、2019年春から商用化,「直動案内部品から直接データを収集し、損傷状態をしっかり把握できるようにする」（THK取締役専務執行役員産業機器統括本部長の寺町崇史氏）。THKとNTTドコモ、シスコシステムズ（本社東京）は、THK製直動案内部品「LMガイド」の予防保全のためのIoTサービス「OMNI edge」を2019年春までに開始する意向を発表した。会員の方はこちら有料会員「春割」実施中！【春割実施中】日経電子版セットで２カ月無料日経電子版セットだと日経クロステックが月々650円お得詳しくは日経クロステック有料会員お申し込みのページで。SUBARU、ボッシュ、デンソーなど登壇。次世代モビリティーを支える技術とビジネスを語る。お急ぎお申し込みください！“特等席”から未来づくりの最前線を追う仕事ですあなたの専門知識や経験を生かして、「日経クロステック」の記事や書籍の企画、取材・執筆・編集を担う編集記者（正社員）にトライしませんか。編集の経験は問いません。コミュニケーション能力が高く、企画力や実行力があり、好奇心旺盛な方を求めています。詳しい情報を見る日経BPはエンジニアや企画・営業も募集中
1115,日経クロステック トップエレクトロニクス機器／技術ニュース解説,2018-10-24,小島 郁太郎,お供のオシロが不要に、米テクトロニクスが任意波形発生器の新製品,米Tektronix（テクトロニクス）は、ファンクションジェネレーター（任意波形発生器）の新製品「AFG31000シリーズ」を発売した。日本法人のテクトロニクスは2018年10月23日、報道機関向けに新製品の発表会を開いた。テクトロニクスによれば、新製品の主な特徴は4つある。いずれもファンクションジェネレーターとしては、クラス初の特徴だという。第１の特徴は、9型と大きな静電容量式タッチスクリーン付きカラー・グラフィックス・ディスプレーを搭載したこと。スマートフォンと同じ要領で操作が可能で「マニュアルが不要」（同社）という。このディスプレーの隣には、ボタンやツマミなどを備えており、従来のファンクションジェネレーターと同じような操作も可能である。第２の特徴は、簡易的なオシロスコープの機能「InstaView」を備えていること。ファンクションジェネレーターの出力はケーブルを使って波形の印加ポイントと接続するが、ケーブルの影響などを受けて、印加ポイントではファンクションジェネレーターの出力波形が歪んでしまうことがある。そこで、ユーザーが印加ポイントにおける波形をオシロスコープで確認する。今回の新製品は計測機能を備えており、オシロスコープを使うことなく、印加ポイントの波形を確認できる。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 10機種を用意
1116,日経クロステック トップエレクトロニクス機器／技術ニュース解説,2018-10-24,根津 禎,インテルとダイムラーが惚れ込むドイツの「空飛ぶクルマ」、ウーバーに挑戦状,独ボロコプター（Volocopter）は、同社の電動垂直離着陸（VTOL）機「Volocopter」を利用した「エアタクシー」の飛行試験をシンガポールで行う（以降、社名をボロコプター、機体名をVolocopterと表記）。シンガポールの交通省（MOT：Ministry of Transport）と民間航空庁（CAAS: Civil Aviation Authority of Singapore）、経済開発庁（EDB：Economic Development Board）と協力し、2019年後半から試験を開始する（発表資料）。かねて同社は、「シンガポールのような小規模な都市からサービスを開始したい」（同社 CEOのFlorian Reuter氏）と公言していた（関連記事）。今回はそれをより具体化した形である。行政側がエアタクシーや「空のライドシェア」といった新たなモビリティーサービスに注目するのは、都市部の交通渋滞によって生じる各種問題を解決する手段になり得るからである。ボロコプターは、独ダイムラーAG（Daimler AG）や米インテルキャピタル（Intel Capita）lなどから、総額2500万ユーロ以上の出資を受けており、実用化に向けてダイムラーやインテルキャピタルの協力を仰いでいる。2世代目に相当する現行機「X2」は、最大航続距離は27km（MTOM：最大離陸重量時）である。初代機と第2世代機ともに「既にドイツでの飛行認証を受けた」（Reuter氏）。ダイムラーやインテルキャピタルなどの大手企業の協力もあることから、電動VTOL機を手掛ける企業の中で、頭一つ抜け出した存在である。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 設計・開発チームも立ち上げ
1117,日経クロステック トップ電子デバイス／電子設計Arm TechCon 2018,2018-10-24,小島 郁太郎,サイバー攻撃の土台にさせない、NXPがTrustZone対応Armコア搭載MCU,蘭NXP セミコンダクターズ（NXP Semiconductors）は、英Armのプライベートイベント「Arm TechCon 2018」（2018年10月16日～18日）の展示会にブースを構えて、「Arm Cortex-M33」をベースにしたMCU製品「LPC5500シリーズ」（日本語ニュースリリース1）と、同じくCortex-M33をベースにしたクロスオーバープロセッサー製品「i.MX RT600ファミリー」（同2）を発表し、評価ボードを使ったデモンストレーションを実施した（同3）。Arm Cortex-M33は2年前の「Arm TechCon 2016」で発表された、主にMCUに向けるCPUコアである（関連記事1）。2年前のArm TechCon 2016では、Arm Cortex-M33と「Arm Cortex-M23」の2つのCPUコアが発表された。どちらも「Arm v8-M」アーキテクチャーを実装した初めてのCPUコアである（Cortex-M33の方がCortex-M23よりも上位製品）。Arm v8-Mの最大のウリモノは、Armのセキュリティー技術である「TrustZone」に対応したこと。それまではTrustZoneに対応していたのは、スマートフォンのアプリケーションプロセッサーIC（SoC）に採用されているArm AアーキテクチャーのCPUコアだけだった。Arm v8-Mの登場により、TrustZoneによるセキュリティーが担保されたMCUの登場が期待されるようになった。スマートフォンのアプリケーションプロセッサーやPCに搭載されるマイクロプロセッサーなどにはすでに一定レベルのセキュリティー機能が実装されて、こうした機器のサイバー攻撃に対する脆弱性はそれほど高くない。それに比べて既存のMCUの脆弱性は高いことが少なくなく、一般的なMCUを搭載する普通の電子機器を土台にして、システムがサイバー攻撃を受ける恐れがあることが指摘されていた。既存の「Arm Cortex-M3」集積のMCUを、TrustZone対応のCortex-M33／M23を集積するMCUへ置き換えることで、システム全体のセキュリティーが向上すると期待される。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ Cortex-M33を搭載した、世界初の汎用MC...
1118,日経クロステック トップパワーエレクトロニクスニュース解説,2018-10-23,三宅 常之,工場のゼロエネ化、太陽光と蓄電で実現へ,東芝三菱電機産業システム（TMEIC）は、同社のインド子会社がバンガロール近郊で2017年に稼働させたパワーエレクトロニクス機器の工場を、電力会社からの電源供給を不要にできる「ゼロエネルギー工場」にする（図1、図2）。屋根に設置した太陽光パネルの発電で工場内の電力を賄う。夜間や雨天時の稼働用にリチウム（Li）イオン2次電池による蓄電システムを導入する。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 消費電力量は毎月10万kWh
1119,日経クロステック トップパワーエレクトロニクスニュース解説,2018-10-23,三宅 常之,トヨタグループがインドで気付いた、工場電気コストの激減法,豊田自動織機の製造子会社2社が、電力コストの大幅な削減に成功している。いずれもパワーエレクトロニクス機器を工場に導入、その投資コストを電力コストの削減によって1年未満で回収できるという。2社とは、インド財閥のKirloskar Groupと豊田自動織機が合弁で設立したKirloskar Toyota Textile Machinery（KTTM）とToyota Industries Engine India（TIEI）だ。KTTMは紡績工場で使う製造装置、TIEIは自動車用のエンジンや変速装置を生産中である（図1）。いずれもインドのバンガロールにある工場団地内で隣接地に本社を構え、豊田自動織機が99％近くを出資している。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ インドの電力品質に悩まされる工場
1120,日経クロステック トップ設計・生産革新JIMTOF 2018,2018-10-16,吉田 勝,「世界に類を見ない」オークマ、工作機械に内蔵するロボットを開発,「当社の新事業として期待をかけている」。オークマは、工作機械の加工室内に内蔵するタイプのロボット「ARMROID」を開発した（図1、プレスリリース）。産業用ロボットを別途設置せずに、工作機械単体でワークの脱着作業や加工作業の支援を自動化できる。記者発表会では同社代表取締役社長の花木義麿氏が、冒頭のように述べて新製品への強い意気込みをみせた。ARMROIDは、知能化・自動化機能を備えた「スマートマシン」と呼ぶ同社のNC旋盤の加工室内に据え付ける4軸ロボット。切粉の処理や加工中のワークの支持など、これまで外付けのロボットでは難しかった作業を自動化できる。これまでも、工作機械に外付けしてワークの脱着などを行うロボットはあったが、加工室内に内蔵するタイプはなかった。「工作機械と完全融合した世界に類を見ないロボット。NCやサーボ、機械加工を知り尽くしている当社だからこそ開発できた革新的なシステム」（花木氏）という自信作だ。製造現場の人材不足が顕著になる中、特に中小の加工業者における自動化をターゲットに開発した。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 嫌な清掃作業も自動で
1121,日経クロステック トップ電子デバイス／電子設計ニュース解説,2018-10-15,小島 郁太郎,「デスクトップPC向けで最大性能のMPU」、米インテルが第9世代Coreと新Core X,"米Intel（インテル）社は、デスクトップPC向けMPUなどの新製品を3つのブランドで一気に発表した（ニュースリリース）。ZenコアベースMPUで追い上げる米Advanced Micro Devices社を突き放そうというIntelの意思を感じさせる発表である。「すべてのコンピューター/製品ラインで性能のリーダーシップを取る」（IntelのAnand Srivatsa氏、vice president and general manager, Desktop, Systems and Channel）。今回、新製品として発表されたのは、一般PC向けMPUの「Core」ブランドで3製品、プロフェッショナルユースPC向けMPUの「Core X」ブランドで7製品、サーバー向けMPUでも使われる「Xeon」ブランドで1製品である。このうち、Coreブランド製品は初めての第9世代製品。3つの第9世代 Core製品の開発コード名は「Coffee Lake」で14nmプロセス（14nm＋＋）で製造される。製品番号にはいずれも「K」が付いており、オーバークロックが可能である。主にゲームユーザーを狙う。Intelは第6世代Coreのときも、まず、「K」の付いた製品から発表した（関連記事1）。3つの第9世代Core製品の中ではi9-9900Kがハイエンド製品である。「i9-9900Kはゲーム向けの世界最高のプロセッサー」（Intel）という。このMPUは8コアを集積し、最大で16スレッドを立てられる。ベース動作周波数は3.6GHzで、Turbo Boost Technology 2.0技術を使って1コア動作させたときの最大動作周波数は5GHzと高い。なおi7-9700Kとi5-9600KはHyper-Threading Technologyを採用せず、コア数とスレッド数は同じになっている。Intelは今回、TIM（Thermal Interface Material:ダイと放熱板を密着させる材料)をシリコングリスからはんだに戻した。シリコングリスの方がコストが低いが熱伝導性が悪いとの指摘がゲームユーザーから多くあり、その不満の解消を図ったようだ。日本法人のインテルは2018年10月11日に東京で開いたプライベートショーの中の講演で、この変更に関してアピールしていた（関連記事2）。現在、第9世代Coreは先行予約中。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 7製品中6製品が「i9」"
1122,日経クロステック トップエレクトロニクス機器／技術ニュース解説,2018-10-12,田中 直樹,ライブ中継をビデオ会議で安価に、パナソニック映像が実演,遠隔地のライブ映像の中継を、桁違いに安価な方法で実現する。このようなデモンストレーションを、パナソニック映像が10月10～11日に東京都内で実施した。今回の実演では、品川にあるパナソニック映像のスタジオでのバイオリニスト依田彩氏の演奏を、約10km離れた有明にあるパナソニックセンター東京にライブ中継した。中継映像には合成処理を施し、パナソニックセンター東京の壁面に4Kプロジェクターで投影。プロジェクションマッピングを行った（図1）。また、パナソニックセンター東京では音楽家の江夏正晃氏がDJとして出演し、品川から伝送されたバイオリン演奏の中継映像を見ながら共演。離れた場所にいる2人のミュージシャンによるライブセッションを、プロジェクションマッピングで楽しめるようにした（図2）。なお、オープニングでは、パナソニックのライティング技術を用いた演出も行った。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 専用回線を使わず、桁違いに低コスト化
1123,日経クロステック トップ電子デバイス／電子設計CEATEC JAPAN 2018,2018-10-12,小島 郁太郎,「常時オンのAIはFPGAで」、ラティスがサポートアイテムを大幅に増強,FPGAメーカーである米Lattice Semiconductor社の日本法人「ラティスセミコンダクター」は、2018年10月11日に東京の本社で報道機関向け発表会を開催した。LatticeのAI処理の開発エコシステム「Lattice sensAIスタック」(以下、sensAI）を紹介し、デモンストレーションを見せた。ラティスは「CEATEC JAPAN 2018」（10月16日～19日に幕張メッセで開催）にブースを構え、sensAIなどを出品し、デモンストレーションを見せる。世間でAIへの期待が高まる中、FPGAメーカーは、ニューラルネットワーク処理のアクセラレーターとしてFPGAをアピール機会が増えている。LatticeはAI処理の開発エコシステムであるsensAIを2018年5月に発表した（日本語ニュースリリース1）。同年９月にはsensAIを増強したという発表を行った（日本語ニュースリリース2）。同社は大手FPGAメーカーとは異なり、大規模なFPGAではなく、小規模で低消費電力なFPGAを得意とする。実際、低省電力が必須の携帯電話機やスマートフォンの多くの機種に採用されている。音声処理などをアプリケーションプロセッサーからオフロードすることで、電池寿命の延命に寄与しているという。AIでも基本的に同じ路線を採る。低消費電力を生かして常時稼働の推論処理を狙う。例えば、さまざまな機器の人感センサーで、推論処理を行い、人物検知などを低消費電力で行えるようにする。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 評価ボードから設計サービスまで一貫して提供可能
1124,日経クロステック トップ設計・生産革新ニュース解説,2018-10-12,吉田 勝,“三種の神器”でスマートファクトリー化、協働ロボとIoT、AIを駆使したパナソニックの新潟工場,パナソニック エコソリューションズ社ライティング事業部の新潟工場が、エコソリューションズ社におけるスマートファクトリー化のモデル工場として、ロボットやIoT（Internet of Things）、人工知能（AI）を活用した生産改革を進めている（図1）。2016年から本格化した取り組みの成果は既に表れており、「2017年度の生産効率は、2016年度比で2割向上した」（新潟工場工場長の森川誠氏）という。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 人と一緒にロボットがねじ締め
1125,日経クロステック トップネットワークニュース解説,2018-10-12,高橋 健太郎,新たなIoT通信規格NIDD、IP使わずメリット3つ,IoTネットワーク向けの新しい通信規格「NIDD（Non-IP Data Delivery）」に世界中の携帯電話事業者が注目している。国内ではソフトバンクが、NIDDの商用ネットワークにおける実証実験に世界で初めて成功したと発表している。同社の宮川潤一 副社長執行役員 CTOは、同技術を「IoT普及の切り札として以前からやりたかった規格」と強調する。NIDDは、IP（Internet Protocol）を使わないという大きな特徴を持つ。ソフトバンクは2018年9月末に開いた説明会において、NIDDのメリットとして「消費電力の削減」「大量展開のしやすさ」「高セキュリティ」を挙げた。ただ、IPを使わないことで、なぜ3つのメリットを実現できるのか分かりにくい。その理由を図を交えて見ていこう。NIDDを導入したネットワーク構成を図に示した。従来のLTEとIPを使ったデータ通信は、下側の経路を使う。デバイス（UE）からのパケットはLTEで基地局（eNB）まで送られ、そこからパケット交換機（S-GWやP-GW）を経由し、インターネットなどのIPネットワークを通じてIoTプラットフォーム（AS）に届く。今回のNIDDを導入したネットワークでは、上の経路を利用する。デバイスから基地局まではNB-IoTで通信する。基地局からMME、SCEF、SCSという装置を通って、IoTプラットフォームまでデータが届けられる。NB-IoTは、低速だが消費電力が極めて小さい、IoTに特化した無線通信規格である。NIDDでは様々な無線通信規格が使えるが、仕様としてはNB-IoTは必須と規定されている。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ NIDDのために新たに導入した装置がSCEFとS...
1126,日経クロステック トップ設計・生産革新ニュース解説,2018-10-12,高市 清治,協働ロボットに求められる「人間尊重」,「作業員の負担軽減」「省人化」に期待している人は6割超——。「日経ものづくり」が実施した「協働ロボット活用の現状と期待」に関するアンケート調査でこんな結果が出た。協働ロボットを「導入している」「導入していないが検討している」と回答した人が、「協働ロボットを導入する目的は何か」という設問（複数回答）に対し、「作業員の負担軽減」という回答が64.2％、「省人化」という回答が63.0％。このほか「人材不足への対応」が57.6％と、協働ロボットによる製造現場へのサポートに対する期待が大きいことが改めて分かった。調査結果：日経ものづくりの2018年10月号 数字で見る現場「『導入している』が2割に――協働ロボット活用の実態調査」日経ものづくりは、「製造業の災害対策」に関するアンケート調査を実施しています。ご協力をお願いいたします。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 労働力不足を補い、中小企業を救う
1127,日経クロステック トップエレクトロニクス機器／技術ニュース解説,2018-10-11,小島 郁太郎,ドイツ自動車メーカー２社それぞれに、NECが1000ノード以上のHPCシステムを納入,NECは、米インテル（Intel）社の工場で組み立てたサーバーをベースにNECが構築したHPC（High Performance Computing）システムに関して、2018年10月10日に東京で開催の「インテル デベロッパー・カンファレンス 2018」で講演した。登壇したNECの陶 理恵氏（グローバルプラットフォーム本部 シニアマネージャー）によれば、1000ノードを超えるシステムをドイツの自動車メーカー2社などに納入済みだという。かつてNECが構築するHPCシステムでは、基本的にNEC製のコンピューターを使っていた。時間が経つにつれて、サードパーティーが組み立てたサーバーをベースにしたコンピューターシステムが増えてきた。NECは自社で組み立てたx86サーバーを現在でも製品として持っているが、2017年度にIntelが組み立てたx86サーバーをベースにNECのシステムノウハウ（ファイルシステムやシステム内のネット技術）を利用してHPCシステムを構築する事業を始めた。構築後の改良や保守・整備なども受け持つ。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 初年度で6000ノードを超えた
1128,日経クロステック トップ設計・生産革新ニュース解説,2018-10-11,吉田 勝,ITシステムとの連携容易に、Edgecrossの基本ソフトにデータ管理機能,工場向けのエッジ・コンピューティングを推進するEdgecross コンソーシアムは、2018年10月26日に「Edgecross 基本ソフトウェア」を「同 ver.1.10」にバージョンアップし、データモデル管理機能を実装する（ニュースリリース）。データモデル管理機能は、生産現場の設備や機器のデータをEdgecrossの仕様に沿って「生産設備モデル」として階層的に定義するためのもの。具体的には、専用ツール「マネジメントシェルエクスプローラ」を使って、現場の機器（コンポーネント）を工程→設備や装置→センサーやモーターといった具合にツリー状に階層化して定義。その上で、電流値やトルクといった参照・管理したい各コンポーネントのデータ（リソース）を設定する。Edgecrossのアプリケーションや上位のITシステムは、定義された生産設備モデルに基づいてリソースのデータにアクセスできるので、データの参照が容易になり連携しやすくなる。「インダストリー4.0で検討されている『管理シェル』と方向性は同じ」（同コンソーシアム）という。また、設定したリソースの値は、マネジメントシェルエクスプローラ内のリソースモニター欄からリアルタイムで確認できる。マネジメントシェルエクスプローラでは、装置や機器に関する資料（マニュアルやヘルプ情報など）を生産設備モデルにひも付けて一元的に管理することも可能だ。生産ラインに異常が発生した際、関連する設備の状況やマニュアルなどをすぐに参照でき、現場の保全作業を効率化できるとしている。基本ソフトウェアは、現場の設備からデータを収集して保存したり、ITシステムにデータを渡したりするソフト（関連記事）。従来は、データモデルの管理機能がなかったため、アプリケーションなどを構築する際には、現場の機器・設備のデータを格納したメモリーアドレスを参照するなどしてデータを呼び出しており、「アプリケーションなどを作ったエンジニア以外には意味が分からず改良や保守しにくかった」（同コンソーシアム）。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 目標会員数200社は上期で達成
1129,日経クロステック トップエレクトロニクス機器／技術ニュース解説,2018-10-11,東 将大,“遊園地”がお手本　VR施設のスタッフ半減、ロスなくす,VR（Virtual Reality）体験者を補助するために大人数のスタッフを用意する必要がある上に、ヘッドマウントディスプレー（HMD）端末の稼働率が低くロスが多い。VRのアトラクションをそろえた「施設型VR」の運営に共通する課題だ。この解決を目指した新しい施設型VRコンテンツ「オルタランド」を、ハシラス（東京都中央区）が、2018年9月20～23日に幕張メッセで開催されたゲーム業界の世界最大級の展示会「東京ゲームショウ2018」で展示した（関連記事）。オルタランドは、1つの施設型VRコンテンツの中に複数のアトラクションがある遊園地のような形態のコンテンツで、最大16人が同時に体験できる。一度入場すればHMDを外すことなくVR内でアトラクションの案内を受けられるようにしたことで、体験者を補助するスタッフの人数を半数近く削減した。また、HMDの稼働率も向上したという。オルタランドは3つの点で課題解決につながっている。まず、入場時にHMDをかぶれば、何度もHMDを着脱する必要がなく自由に遊び回れるので、機器の着脱に関わるスタッフ人数と着脱時間のロスを削減できる。ハシラスの担当者によると、これまでのイベント出展時に比べて、課題解決への効果を実感したという。一度HMDを装着してしまえば入場後は自由に遊んで回れるため、HMDの着脱にかかる時間の削減などにより回転率が向上し、「収益化に貢献するのは間違いない」（ハシラス担当者）。次に、アトラクションの説明をVRで案内することで、各アトラクションに必要だった説明用のスタッフ人数を削減できる。最後に、施設全体の定員に達するまで体験者は入場可能でHMDを利用できるため、HMDの稼働率が高い。例えば、HMDの利用時間に応じて利用料を徴収したり、体験者が施設に入場する時に入場料を徴収したりすれば、機会損失（ロス）がほぼなくなる。一方、アトラクションごとにそれぞれ体験者を受け入れていた従来の方法では、体験者の人数がプレー可能な最大人数に達しない場合に、無視できない機会損失が生じてしまう。今回の展示では、初出展を考慮してスタッフを多めに配置していたものの、補助スタッフの人数が5～10人と従来の半数程度に抑えられたという。これまでは体験者と同じ人数の補助スタッフが必要で、例えば16台の機器で16人が体験する場合、1台につき1人のスタッフを配置して、合計16人のスタッフを用意する必要があった。一方、オルタランドでは、入り口での着脱に2人、中での補助に3人といった具合に、合計5人程度のスタッフで補助できるようになる計算だ。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ グループでの体験はまさに遊園地の再現
1130,日経クロステック トップ電子デバイス／電子設計CEATEC JAPAN 2018,2018-10-09,小島 郁太郎,勝てるミックストシグナルICを開発する2つの道具、ロームが披露,"ロームは、市場競争力の高いミックストシグナルICの開発に向けて整備した2つの「道具」に関して、講演した。1つは、FPGAのようにフィールドでカスタマイズが可能なミックストシグナルIC「FlexiblePlatform IC」。もう1つは、FlexiblePlatform ICを設計するためのソフトウエア（EDA（Electronic Design Automation）ツール）の「RapidMaker」である。今回の講演は、国内EDAベンダーであるジーダットのプライベートセミナー「JEDAT Solution Seminar 2018」（2018年9月12日に東京、14日に京都で開催）で行われた。登壇したのはロームの井置 一哉氏（LSI開発本部 プラットフォーム技術開発部 統括課長)
である。EDAツールのRapidMakerをロームとジーダットで共同開発したことから、講演を行ったようだ。井置氏によれば、今回の2つの道具は、2年前からIC製品のプロトタイプに適用している。最近、実際の製品の開発に適用した事例が出てきたことから、そのタイミングで講演したとみられる。事例とはセンサーのAFE（Analog Front End）ICの開発である。このAFE ICで使うアナログ回路（A-D変換器やオペアンプ）の特性確認を行った。主要なアナログ回路の特性が事前に確認できたことから、AFE ICの開発期間を短縮できたとのことだった。ロームは、今回の2つの道具のデモンストレーションを「CEATEC JAPAN 2018」（10月16日～19日に幕張メッセで開催）で行う予定である。現在までのところ、どちらの道具も社内のユーザーが想定されているが、将来、ICの顧客などの社外ユーザーが使うケースも視野に入れているようだ。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ さまざまなカスタマイズがフィールﾄﾞで可能"
1131,日経クロステック トップ電子デバイス／電子設計ニュース解説,2018-10-05,高野 敦,「クラウド以上にエッジで輝く」、Intelが描くFPGAの未来,"米Intel（インテル）が推進するFPGAアクセラレーションの方向性について、旧Altera（アルテラ）を母体とするProgrammable Solutions Group（PSG）のVice President & General Manager, Customer Experience GroupであるRina Raman氏に聞いた。同氏は、エッジコンピューティング領域でFPGAの長所が生きるとの認識を示した。Raman氏は、2018年9月21日に都内で開催されたIntel日本法人によるFPGA関連のプライベートイベント「インテル FPGA テクノロジー・デイ（IFTD） 2018」で講演するとともに、日経 xTECH記者のインタビューに応じた。同氏は前年のIFTDにも登壇している。同氏はまず、FPGAの市場が今後年平均成長率（CAGR）9％で拡大し続け、2022年には75億米ドル（約8250億円）に達するとの予測を紹介した。さらに、FPGAやGPU、ASICから成るアクセラレーターの市場は2021年に200億米ドル（約2兆2000億円）になるという。「（複数種のプロセッサーを併用する）ヘテロジニアスコンピューティングの必要性が高まっている」（同氏）ただし、FPGAの用途がアクセラレーション一辺倒になるわけではない。「アクセラレーション用途だけではなく、既存の用途も高い成長率が見込める。そこから生まれたFPGAのイノベーションをアクセラレーション用途に展開していくという点でも、両方とも重要なビジネスだ」（同氏）。既存の用途とアクセラレーション用途の比率については、明らかにしていない。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 消費電力当たりの処理性能に強み"
1132,日経クロステック トップITシステムシリコンバレーNextレポート,2018-10-05,中田 敦,陣容強化の日立ヴァンタラ、スカウトした幹部13人の顔ぶれ,日立製作所の米国子会社、日立データシステムズ（HDS）が日立ヴァンタラに衣替えして1年。ストレージの販売会社をIoT（Internet of Things）ソリューション企業に変えるため、大胆な施策を断行してきた。日立の東原敏昭社長兼CEO （最高経営責任者）は「この1年で人材を劇的に入れ替えた」と明かす。日立ヴァンタラは2017年9月に、HDSとBI（ビジネスインテリジェンス）ツールのベンダーで2015年にHDSが買収した米ペンタホ（Pentaho）が統合して生まれた会社だ。それから1年たった2018年9月26～27日（米国時間）、日立ヴァンタラは米サンディエゴで年次カンファレンス「Hitachi NEXT 2018」を開催。親会社である日立の東原社長兼CEOが基調講演に登壇し、米国の顧客にIoTプラットフォーム「Lumada」を中心とするソリューションを売り込んだ。目玉となる発表は、Lumada上に構築したパッケージアプリケーションである「Lumada Maintenance Insights」。産業機器における故障の発生確率をセンサーデータなどから予測して、故障する前に保守する「予測保守（Predictive Maintenance）」を実現するアプリケーションで、交通や製造、エネルギー産業などに適用可能だとする。データの可視化や故障予測に使用する機械学習モデルの開発などには「Pentaho」の各種ツールを使用する。同アプリケーションは単に故障を予測するだけでなく、どのタイミングで産業機器を修理するのがベストか提案してくれる。その際には、修理のために産業機器の運用を停止した場合の機会損失や、修理作業をアサインできるスタッフの稼働状況なども勘案するという。日立が2016年5月に発表したLumadaは、産業機器に取り付けたセンサーが発するデータをインターネット経由で収集・蓄積し、ビッグデータ分析によって顧客の業務の生産性向上を支援するソフト群だ。2017年9月には「Lumada 2.0」として全面刷新し、「エッジ」「コア（データ収集・蓄積）」「アナリティクス（分析）」「スタジオ（データ可視化）」「ファウンドリー（ ITインフラ）」に分類・体系化。IoTプラットフォームとしての機能を整備した。IoTプラットフォームに加えて、アプリケーションの提供も開始したのは「プラットフォームだけ提供しても顧客に活用してもらえないから」。日立ヴァンタラのIoT＆アナリティクス・プロダクトマネジメント担当シニア・バイス・プレジデント（SVP）であるサンジェイ・チカルマネ氏はそう語る。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 特に近年、産業IoTの領域では、日立や米ゼネラル...
1133,日経クロステック トップエレクトロニクス機器／技術ニュース解説,2018-10-04,田中 直樹,シャープの有機ELスマホ、パネルは国内で自社生産,シャープは10月3日、有機ELパネルを搭載したスマートフォン（スマホ）「AQUOS zero」を発売すると発表した（関連記事、ニュースリリース）。同社が有機ELをスマホのメイン画面に採用するのは初めて。有機ELパネルは自社生産する。駆動用TFT基板（バックプレーン）を製造する前工程は三重工場（三重県多気町）、有機ELの蒸着やパネル封止を行う後工程は堺事業所（大阪府堺市）が担う。有機ELを採用した理由について、シャープは、高コントラストと広色域を真っ先に挙げた。コントラストは100万対1、色域はDCI-P3規格の100％を実現している。広色域の有機ELを生かすために、映像信号の色域を拡大する独自の高画質化技術「リッチカラーテクノロジーモバイル」を用いて、滑らかな階調表現や豊かな色調によるリアルで色鮮やかな映像表示を実現したという。また、液晶パネルでは必須のバックライトが不要になったことで、スマホの軽量化、薄型化にも貢献しているとする。この記事は有料会員限定です。次ページでログインまたはお申し込みください。次ページ 軽量素材を採用
